stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_direction
STOP_134813,,Norte 172,,19.44392174,-99.08752799,,,0,,0,
STOP_134814,,Metro Oceanía,,19.44433653,-99.08691645,,,0,,0,
STOP_134815,,Pekín,,19.44510542,-99.09238815,,,0,,0,
STOP_134816,,Manchuria,,19.44439724,-99.09026384,,,0,,0,
STOP_134817,,Manchuria,,19.44393186,-99.09032822,,,0,,0,
STOP_14877,,El Caminero,Estación de Metrobús. Línea 1,19.279392,-99.169174,,,0,,1,
STOP_14878,,La Joya,Estación de Metrobús. Línea 1,19.280359,-99.170097,,,0,,1,
STOP_14879,,Santa Úrsula,Estación de Metrobús. Línea 1,19.283764,-99.175598,,,0,,1,
STOP_14880,,Fuentes Brotantes,Estación de Metrobús. Línea 1,19.28838,-99.174461,,,0,,1,
STOP_14881,,Ayuntamiento,Estación de Metrobús. Línea 1,19.292501,-99.177399,,,0,,1,
STOP_14882,,Corregidora,Estación de Metrobús. Línea 1,19.294146,-99.181252,,,0,,1,
STOP_14883,,Villa Olímpica,Estación de Metrobús. Línea 1,19.299402,-99.185509,,,0,,1,
STOP_14884,,Perisur,Estación de Metrobús. Línea 1,19.304468,-99.186066,,,0,,1,
STOP_14885,,Centro Cultural Universitario,Estación de Metrobús. Línea 1,19.314615,-99.187408,,,0,,1,
STOP_14886,,Ciudad Universitaria,Estación de Metrobús. Línea 1,19.322798,-99.188431,,,0,,1,
STOP_14887,,Dr. Gálvez,Estación de Metrobús. Línea 1,19.340818,-99.18998,,,0,,1,
STOP_14888,,La Bombilla,Estación de Metrobús. Línea 1,19.346811,-99.187912,,,0,,1,
STOP_14889,,Altavista,Estación de Metrobús. Línea 1,19.35128483,-99.1863513,,,0,,1,
STOP_14890,,Olivo,Estación de Metrobús. Línea 1,19.354715,-99.185272,,,0,,1,
STOP_14891,,Francia,Estación de Metrobús. Línea 1,19.35836,-99.184044,,,0,,0,
STOP_14892,,José María Velasco,Estación de Metrobús. Línea 1,19.361984,-99.182716,,,0,,0,
STOP_14893,,Teatro de los Insurgentes,Estación de Metrobús. Línea 1,19.365011,-99.181747,,,0,,1,
STOP_14894,,Río Churubusco,Estación de Metrobús. Línea 1,19.36908,-99.180443,,,0,,1,
STOP_14895,,Félix Cuevas,Estación de Metrobús. Línea 1,19.374292,-99.178757,,,0,,0,
STOP_14896,,Parque Hundido,Estación de Metrobús. Línea 1,19.379322,-99.177284,,,0,,1,
STOP_14897,,Ciudad de los Deportes,Estación de Metrobús. Línea 1,19.382601,-99.176041,,,0,,1,
STOP_14898,,Colonia del Valle,Estación de Metrobús. Línea 1,19.385506,-99.175278,,,0,,1,
STOP_14899,,Nápoles,Estación de Metrobús. Línea 1,19.389858,-99.173683,,,0,,1,
STOP_14900,,Poliforum,Estación de Metrobús. Línea 1,19.393623,-99.172462,,,0,,1,
STOP_14901,,La Piedad,Estación de Metrobús. Línea 1,19.397873,-99.171303,,,0,,1,
STOP_14902,,Nuevo León,Estación de Metrobús. Línea 1,19.401871,-99.16996,,,0,,1,
STOP_14903,,Chilpancingo,Estación de Metrobús. Línea 1,19.406485,-99.168503,,,0,,1,
STOP_14904,,Campeche,Estación de Metrobús. Línea 1,19.409693,-99.16732,,,0,,1,
STOP_14905,,Sonora,Estación de Metrobús. Línea 1,19.413143,-99.166245,,,0,,1,
STOP_14906,,Álvaro Obregón,Estación de Metrobús. Línea 1,19.416866,-99.164856,,,0,,1,
STOP_14907,,Durango,Estación de Metrobús. Línea 1,19.419903,-99.16404,,,0,,1,
STOP_14908,,Insurgentes,Estación de Metrobús. Línea 1,19.4233628,-99.16241527,,,0,,2,
STOP_14909,,Hamburgo,Estación de Metrobús. Línea 1,19.427805,-99.161057,,,0,,1,
STOP_14910,,Reforma,Estación de Metrobús. Línea 1,19.433065,-99.158806,,,0,,1,
STOP_14911,,Revolución,Estación de Metrobús. Línea 1,19.440411,-99.15554,,,0,,1,
STOP_14912,,Plaza de la República,Estación de Metrobús. Línea 1,19.436152,-99.157227,,,0,,1,
STOP_14913,,El Chopo,Estación de Metrobús. Línea 1,19.443102,-99.154594,,,0,,1,
STOP_14914,,Buenavista,Estación de Metrobús. Línea 1,19.446957,-99.15303,,,0,,1,
STOP_14915,,Manuel González,Estación de Metrobús. Línea 1,19.456881,-99.149155,,,0,,1,
STOP_14916,,San Simón,Estación de Metrobús. Línea 1,19.459663,-99.146515,,,0,,2,
STOP_14917,,Circuito,Estación de Metrobús. Línea 1,19.462444,-99.144035,,,0,,2,
STOP_14918,,La Raza,Estación de Metrobús. Línea 1,19.468838,-99.138802,,,0,,2,
STOP_14919,,Potrero,Estación de Metrobús. Línea 1Cuerpo poniente,19.476616,-99.132477,,,0,,2,
STOP_14920,,Euzkaro,Estación de Metrobús. Línea 1Cuerpo poniente,19.482473,-99.127739,,,0,,2,
STOP_14921,,Deportivo 18 de Marzo,Estación de Metrobús. Línea 1Cuerpo oriente,19.486366,-99.124329,,,0,,2,
STOP_14922,,Indios Verdes,Terminal de Metrobús. Línea 1,19.496784,-99.119728,,,0,,1,
STOP_14923,,Insurgentes,Estación de Metrobús. Línea 1,19.424107,-99.163254,,,0,,2,
STOP_14924,,Tacubaya,Terminal Tacubaya. Línea 2,19.40184,-99.186752,,,0,,1,
STOP_14925,,Parque Lira,Estación de Metrobús. Línea 2,19.407742,-99.189377,,,0,,1,
STOP_14926,,Antonio Maceo,Estación de Metrobús. Línea 2,19.404936,-99.18586,,,0,,0,
STOP_14927,,De La Salle,Estación de Metrobús. Línea 2,19.40766,-99.183746,,,0,,1,
STOP_14928,,Patriotismo,Estación de Metrobús. Línea 2,19.405586,-99.177582,,,0,,1,
STOP_14929,,Escandón,Estación de Metrobús. Línea 2,19.4044,-99.173973,,,0,,1,
STOP_14930,,Nuevo León,Estación de Metrobús. Línea 2,19.403549,-99.169624,,,0,,1,
STOP_14931,,Viaducto,Estación de Metrobús. Línea 2,19.401443,-99.168144,,,0,,1,
STOP_14932,,Amores,Estación de Metrobús. Línea 2,19.396929,-99.164116,,,0,,1,
STOP_14933,,Etiopía,Estación de Metrobús. Línea 2,19.395868,-99.155685,,,0,,1,
STOP_14934,,Coyuya,Estación de Metrobús. Línea 2,19.398268,-99.11702,,,0,,1,
STOP_14935,,Álamos,Estación de Metrobús. Línea 2,19.394604,-99.142555,,,0,,1,
STOP_14936,,Xola,Estación de Metrobús. Línea 2,19.394239,-99.139992,,,0,,1,
STOP_14937,,Las Americas,Estación de Metrobús. Línea 2,19.39348,-99.134842,,,0,,1,
STOP_14938,,Andres Molina,Estación de Metrobús. Línea 2,19.397833,-99.129143,,,0,,1,
STOP_14939,,La Viga,Estación de Metrobús. Línea 2,19.398054,-99.1241,,,0,,1,
STOP_14940,,Canela,Estación de Metrobús. Línea 2,19.397827,-99.109451,,,0,,1,
STOP_14941,,Goma,Estación de Metrobús. Línea 2,19.39687,-99.09948,,,0,,1,
STOP_14942,,Iztacalco,Estación de Metrobús. Línea 2,19.396507,-99.096107,,,0,,1,
STOP_14943,,UPIICSA,Estación de Metrobús. Línea 2,19.393915,-99.090385,,,0,,1,
STOP_14944,,El Rodeo,Estación de Metrobús. Línea 2,19.391872,-99.087463,,,0,,1,
STOP_14945,,Río Tecolutla,Estación de Metrobús. Línea 2,19.388918,-99.083008,,,0,,1,
STOP_14946,,Río Mayo,Estación de Metrobús. Línea 2,19.387106,-99.080261,,,0,,1,
STOP_14947,,Rojo Gomez,Estación de Metrobús. Línea 2,19.38422,-99.07608,,,0,,1,
STOP_14948,,Leyes de Reforma,Estación de Metrobús. Línea 2,19.383402,-99.065933,,,0,,1,
STOP_14949,,CCH Oriente,Estación de Metrobús. Línea 2,19.382845,-99.060692,,,0,,1,
STOP_14950,,Constitución de Apatzingan,Estación de Metrobús. Línea 2,19.38921,-99.059868,,,0,,1,
STOP_14951,,General Antonio de León,Estación de Metrobús. Línea 2,19.38493,-99.051758,,,0,,1,
STOP_14952,,Tepalcates,Estación de Metrobús. Línea 2,19.390709,-99.047417,,,0,,1,
STOP_14953,,Canal de San Juan,Estación de Metrobús. Línea 2,19.396456,-99.056015,,,0,,1,
STOP_14954,,Río Frío,Estación de Metrobús. Línea 2,19.387562,-99.074142,,,0,,2,
STOP_14955,,Del Moral,Estación de Metrobús. Línea 2,19.384201,-99.070885,,,0,,1,
STOP_14956,,Nicolás Bravo,Estación de Metrobús. Línea 2,19.393724,-99.051308,,,0,,1,
STOP_14957,,Centro SCOP,Estación de Metrobús. Línea 2,19.395208,-99.146416,,,0,,1,
STOP_14958,,Doctor Vértiz,Estación de Metrobús. Línea 2,19.395544,-99.151352,,,0,,1,
STOP_14959,,Tlacotal,Estación de Metrobús. Línea 2,19.397196,-99.103523,,,0,,1,
STOP_14960,,Etiopía,Estación de Metrobús. Línea 3,19.396456,-99.156013,,,0,,1,
STOP_14961,,Obrero Mundial,Estación de Metrobús. Línea 3,19.40105058,-99.15563464,,,0,,1,
STOP_14962,,Centro Médico,Estación de Metrobús. Línea 3,19.406658,-99.155212,,,0,,1,
STOP_14963,,Dr. Márquez,Estación de Metrobús. Línea 3,19.411371,-99.154854,,,0,,1,
STOP_14964,,Hospital General,Estación de Metrobús. Línea 3,19.414339,-99.154648,,,0,,1,
STOP_14965,,Jardín Pushkin,Estación de Metrobús. Línea 3,19.420378,-99.154167,,,0,,1,
STOP_14966,,Cuauhtémoc,Estación de Metrobús. Línea 3,19.424829,-99.153824,,,0,,1,
STOP_14967,,Balderas,Estación de Metrobús. Línea 3,19.427725,-99.148819,,,0,,1,
STOP_14968,,Juárez,Estación de Metrobús. Línea 3,19.431389,-99.148079,,,0,,1,
STOP_14969,,Hidalgo,Estación de Metrobús. Línea 3,19.43594,-99.147194,,,0,,1,
STOP_14970,,Mina,Estación de Metrobús. Línea 3,19.440229,-99.148651,,,0,,1,
STOP_14971,,Guerrero,Estación de Metrobús. Línea 3,19.445732,-99.147278,,,0,,1,
STOP_14972,,Buenavista,Estación de Metrobús. Línea 3,19.446136,-99.152122,,,0,,0,
STOP_14973,,Ricardo Flores Magón,Estación de Metrobús. Línea 3,19.451923,-99.145882,,,0,,0,
STOP_14974,,Tlatelolco,Estación de Metrobús. Línea 3,19.455849,-99.145042,,,0,,1,
STOP_14975,,Tolnahuac,Estación de Metrobús. Línea 3,19.458822,-99.144379,,,0,,1,
STOP_14976,,Circuito,Estación de Metrobús. Línea 3,19.463369,-99.144173,,,0,,2,
STOP_14977,,Hospital La Raza,Estación de Metrobús. Línea 3,19.467674,-99.143768,,,0,,1,
STOP_14978,,La Raza,Estación de Metrobús. Línea 1,19.467573,-99.140831,,,0,,1,
STOP_14979,,Héroe de Nacozari,Estación de Metrobús. Línea 3,19.47071932,-99.1448307,,,0,,1,
STOP_14980,,Cuitláhuac,Estación de Metrobús. Línea 3,19.473673,-99.145981,,,0,,1,
STOP_14981,,Coltongo,Estación de Metrobús. Línea 3,19.479326,-99.14817,,,0,,2,
STOP_14982,,Magdalena La Salinas,Estación de Metrobús. Línea 3,19.482725,-99.149414,,,0,,1,
STOP_14983,,Poniente 128,Estación de Metrobús. Línea 3,19.489119,-99.151787,,,0,,1,
STOP_14984,,Poniente 134,Estación de Metrobús. Línea 3,19.492285,-99.15303,,,0,,1,
STOP_14985,,Montevideo,Estación de Metrobús. Línea 3,19.49548,-99.154198,,,0,,1,
STOP_14986,,Poniente 146,Estación de Metrobús. Línea 3,19.499525,-99.155724,,,0,,1,
STOP_14987,,La Patera,Estación de Metrobús. Línea 3,19.503313,-99.157166,,,0,,1,
STOP_14988,,Júpiter,Estación de Metrobús. Línea 3,19.508324,-99.159142,,,0,,1,
STOP_14989,,Tres Anegas,Estación de Metrobús. Línea 3,19.51509906,-99.16195393,,,0,,2,
STOP_14990,,Progreso Nacional,Estación de Metrobús. Línea 3,19.51908334,-99.16358471,,,0,,1,
STOP_14991,,San José de la Escalera,Estación de Metrobús. Línea 3,19.52287539,-99.16580558,,,0,,1,
STOP_14992,,Tenayuca,Estación de Metrobús. Línea 3,19.529634,-99.170013,,,0,,1,
STOP_14993,,Buenavista,Estación de Metrobús. Línea 4,19.44486261,-99.15222287,,,0,,0,
STOP_14994,,Delegación Cuauhtémoc,Estación de Metrobús. Línea 4,19.442595,-99.152412,,,0,,0,
STOP_14995,,Puente de Alvarado,Estación de Metrobús. Línea 4. Ruta Sur,19.439026,-99.153267,,,0,,0,
STOP_14996,,Plaza de la República,Estación de Metrobús. Línea 4. Ruta Sur.,19.436804,-99.154137,,,0,,0,
STOP_14997,,Glorieta de Colón,Estación de Metrobús. Línea 4. Ruta Sur.,19.434158,-99.153534,,,0,,0,
STOP_14998,,Expo Reforma,Estación de Metrobús. Línea 4. Ruta Sur.,19.433365,-99.151009,,,0,,1,
STOP_14999,,Vocacional 5,Estación de Metrobús. Línea 4. Ruta Sur.,19.431589,-99.150215,,,0,,1,
STOP_15000,,Juárez,Estación de Metrobús. Línea 4. Ruta Sur.,19.431305,-99.148384,,,0,,1,
STOP_15001,,Plaza San Juan,Estación de Metrobús. Línea 4. Ruta Sur.,19.430607,-99.143547,,,0,,1,
STOP_15002,,Eje Central,Estación de Metrobús. Línea 4. Ruta Sur.,19.430334,-99.14193,,,0,,1,
STOP_15003,,El Salvador,Estación de Metrobús. Línea 4. Ruta Sur.,19.429874,-99.138535,,,0,,1,
STOP_15004,,Isabel La Católica,Estación de Metrobús. Línea 4. Ruta Sur.,19.429617,-99.137009,,,0,,1,
STOP_15005,,Museo de la Ciudad,Estación de Metrobús. Línea 4. Ruta Sur.,19.429287,-99.133675,,,0,,1,
STOP_15006,,Pino Suárez,Estación de Metrobús. Línea 4. Ruta Sur.,19.426737,-99.134079,,,0,,1,
STOP_15007,,Las Cruces Sur,Estación de Metrobús. Línea 4. Ruta Sur.,19.426155,-99.129921,,,0,,1,
STOP_15008,,La Merced,Estación de Metrobús. Línea 4. Ruta Sur.,19.425447,-99.125946,,,0,,1,
STOP_15009,,Circunvalación,Estación de Metrobús. Línea 4. Ruta Sur.,19.428341,-99.125526,,,0,,1,
STOP_15010,,Mercado Sonora,Estación de Metrobús. Línea 4. Ruta Sur.,19.423182,-99.123917,,,0,,0,
STOP_15011,,Eduardo Molina,Estación de Metrobús. Línea 4. Ruta Sur.,19.427177,-99.116226,,,0,,0,
STOP_15012,,Moctezuma,Estación de Metrobús. Línea 4. Ruta Sur.,19.426893,-99.111977,,,0,,1,
STOP_15013,,Hospital Balbuena,Estación de Metrobús. Línea 4. Ruta Sur.,19.425098,-99.11615,,,0,,0,
STOP_15014,,San Lázaro,Estación de Metrobús. Línea 4,19.43091,-99.115173,,,0,,1,
STOP_15015,,San Lázaro,Estación de Metrobús. Línea 4,19.431116,-99.115425,,,0,,1,
STOP_15016,,Museo San Carlos,Estación de Metrobús. Línea 4. Ruta Norte,19.438274,-99.15078,,,0,,0,
STOP_15018,,Teatro Blanquita,Estación de Metrobús. Línea 4. Ruta Norte,19.438637,-99.139977,,,0,,1,
STOP_15019,,República de Chile,Estación de Metrobús. Línea 4. Ruta Norte,19.437965,-99.135895,,,0,,0,
STOP_15020,,República de Argentina,Estación de Metrobús. Línea 4. Ruta Norte,19.437407,-99.131996,,,0,,0,
STOP_15021,,Teatro del Pueblo,Estación de Metrobús. Línea 4. Ruta Norte,19.436769,-99.127625,,,0,,1,
STOP_15022,,Mixcalco,Estación de Metrobús. Línea 4. Ruta Norte,19.436357,-99.123413,,,0,,1,
STOP_15023,,Ferrocarríl de Cintura,Estación de Metrobús. Línea 4. Ruta Norte,19.436001,-99.121613,,,0,,1,
STOP_15024,,Morelos,Estación de Metrobús. Línea 4. Ruta Norte,19.435814,-99.119003,,,0,,0,
STOP_15025,,Archivo General de la Nación,Estación de Metrobús. Línea 4. Ruta Norte,19.43541316,-99.11509037,,,0,,1,
STOP_15027,,Terminal 1,Estación de Metrobús. Línea 4,19.435307,-99.083664,,,0,,1,
STOP_15028,,Terminal 2,Estación de Metrobús. Línea 4,19.421476,-99.077248,,,0,,1,
STOP_15029,,Delegación Cuauhtémoc,Estación de Metrobús. Línea 4. Ruta Sur,19.442137,-99.152451,,,0,,0,
STOP_15030,,Puente de Alvarado,Estación de Metrobús. Línea 4. Ruta Sur,19.438641,-99.153458,,,0,,0,
STOP_15031,,Plaza de la República,Estación de Metrobús. Línea 4. Ruta Sur,19.437128,-99.153984,,,0,,0,
STOP_15032,,Glorieta de Colón,Estación de Metrobús. Línea 4. Ruta Sur.,19.435015,-99.153374,,,0,,0,
STOP_15033,,Expo Reforma,Estación de Metrobús. Línea 4. Ruta Sur.,19.433105,-99.150627,,,0,,1,
STOP_15034,,Vocacional 5,Estación de Metrobús. Línea 4. Ruta Sur.,19.431755,-99.150955,,,0,,1,
STOP_15035,,Juárez,Estación de Metrobús. Línea 4. Ruta Sur.,19.431259,-99.147743,,,0,,1,
STOP_15036,,Plaza San Juan,Estación de Metrobús. Línea 4. Ruta Sur.,19.430773,-99.144653,,,0,,1,
STOP_15037,,Eje Central,Estación de Metrobús. Línea 4. Ruta Sur.,19.430304,-99.1408,,,0,,1,
STOP_15038,,El Salvador,Estación de Metrobús. Línea 4. Ruta Sur.,19.430071,-99.13942,,,0,,1,
STOP_15039,,Isabel La Católica,Estación de Metrobús. Línea 4. Ruta Sur.,19.429691,-99.136589,,,0,,1,
STOP_15040,,Museo de la Ciudad,Estación de Metrobús. Línea 4. Ruta Sur.,19.429195,-99.134033,,,0,,1,
STOP_15041,,Las Cruces Norte,Estación de Metrobús. Línea 4. Ruta Sur.,19.428699,-99.129272,,,0,,1,
STOP_15042,,Mercado Sonora,Estación de Metrobús. Línea 4. Ruta Sur.,19.423241,-99.123413,,,0,,0,
STOP_15043,,Cecilio Robelo,Estación de Metrobús. Línea 4. Ruta Sur.,19.425175,-99.119873,,,0,,0,
STOP_15044,,Cecilio Robelo,Estación de Metrobús. Línea 4. Ruta Sur.,19.425484,-99.119041,,,0,,0,
STOP_15045,,Archivo General de la Nación,Estación de Metrobús. Línea 4. Ruta Norte,19.434969,-99.114616,,,0,,1,
STOP_15046,,Morelos,Estación de Metrobús. Línea 4. Ruta Norte,19.435787,-99.118248,,,0,,0,
STOP_15047,,Ferrocarríl de Cintura,Estación de Metrobús. Línea 4. Ruta Norte,19.436142,-99.120811,,,0,,0,
STOP_15048,,Mixcalco,Estación de Metrobús. Línea 4. Ruta Norte,19.436323,-99.124153,,,0,,1,
STOP_15049,,Teatro del Pueblo,Estación de Metrobús. Línea 4. Ruta Norte,19.43685,-99.127045,,,0,,1,
STOP_15050,,República de Argentina,Estación de Metrobús. Línea 4. Ruta Norte,19.437357,-99.131195,,,0,,1,
STOP_15051,,Teatro Blanquita,Estación de Metrobús. Línea 4. Ruta Norte,19.438429,-99.139084,,,0,,1,
STOP_15052,,Bellas Artes,Estación de Metrobús. Línea 4. Ruta Norte,19.436407,-99.141823,,,0,,1,
STOP_15053,,Hidalgo,Estación de Metrobús. Línea 4. Ruta Norte,19.437281,-99.14621,,,0,,1,
STOP_15054,,Museo San Carlos,Estación de Metrobús. Línea 4. Ruta Norte,19.438227,-99.150604,,,0,,0,
STOP_15055,,República de Chile,Estación de Metrobús. Línea 4. Ruta Norte,19.437883,-99.135025,,,0,,1,
STOP_15175,,CETRAM Metro San Lázaro - Paradero Lado Norte,Saliendo del Metro Linea - B,19.43136612,-99.11458611,,,0,,0,
STOP_37615,,Buenavista,,19.44545951,-99.1522336,,,0,,1,
STOP_15176,,Avenida Ingeniero Eduardo Molina - Calzada Ignacio Zaragoza,Pasando la Estacion del Metrobus Eduardo Molina,19.42923127,-99.11524057,,,0,,0,
STOP_15444,,Eje 3 Oriente Francisco Del Paso Y Troncoso - Metro Mixihuca,Saliendo del Metro antes de cruzar la Av. Morelos,19.4088425,-99.11343813,,,0,,0,
STOP_15451,,Eje 3 Oriente Francisco Del Paso Y Troncoso - 16 De Septiembre,Parabus 200 metros antes del Dormimundo,19.40348939,-99.11396384,,,0,,0,
STOP_39366,,Río de los Remedios,Descripción ,19.50701068,-99.08619761,,,0,,1,
STOP_39371,,314-Memorial New's Divine,Descripción ,19.50147503,-99.08852577,,,0,,1,
STOP_39992,,314-Memorial New's Divine,ESTACIÓN EN DOS CUERPOS,19.50152751,-99.08798933,,,0,,1,
STOP_39993,,5 de Mayo,ESTACIÓN EN DOBLE CUERPO,19.49758326,-99.09024239,,,0,,1,
STOP_39994,,5 de Mayo,ESTACIÓN DOBLE CUERPO,19.49745178,-99.0898025,,,0,,1,
STOP_39995,,Vasco de Quiroga,ESTACIÓN DOBLE CUERPO PTE,19.49369959,-99.0918088,,,0,,1,
STOP_39996,,Vasco de Quiroga,ESTACIÓN DOBLE CUERPO OTE,19.49361868,-99.09143329,,,0,,1,
STOP_39997,,El Coyol,ESTACIÓN EN DOBLE CUERPO PTE,19.48717603,-99.09455538,,,0,,1,
STOP_39998,,El Coyol,ESTACIÓN EN DOBLE CUERPO OTE,19.48703443,-99.09424424,,,0,,1,
STOP_39999,,Preparatoria 3,ESTACION EN DOBLE CUERPO PTE,19.48415185,-99.09588575,,,0,,1,
STOP_40000,,Preparatoria 3,ESTACIÓN EN DOBLE CUERPO OTE,19.48403047,-99.0955317,,,0,,1,
STOP_40001,,Río de Guadalupe,ESTACIÓN EN DOBLE CUERPO PTE,19.47564538,-99.09945846,,,0,,2,
STOP_40002,,Río de Guadalupe,ESTACION ENDOBLE CUERPO OTE,19.47561504,-99.09911513,,,0,,1,
STOP_40003,,Talismán,ESTACION EN DOBLE CUERPO PTE,19.47065863,-99.10153985,,,0,,1,
STOP_40004,,Talismán,ESTACIÓN EN DOBLE CUERPO OTE,19.47053724,-99.10130382,,,0,,1,
STOP_40005,,San Juan de Aragón,ESTACIÓN EN DOBLE CUERPO PTE,19.47935753,-99.09794569,,,0,,1,
STOP_40006,,San Juan de Aragón,ESTACIÓN EN DOBLE CUERPO OTE,19.47927661,-99.09749508,,,0,,1,
STOP_40007,,Victoria,ESTACIÓN EN DOBLE CUERPO PTE,19.46703732,-99.10305262,,,0,,1,
STOP_40008,,Victoria,ESTACIÓN EN DOBLE CUERPO OTE,19.46697662,-99.10277367,,,0,,1,
STOP_40009,,Oriente 101,ESTACIÓN EN DOBLE CUERPO PTE,19.46117022,-99.10552025,,,0,,1,
STOP_40010,,Oriente 101,ESTACIÓN EN DOBLE CUERPO OTE,19.46114998,-99.10530567,,,0,,1,
STOP_40011,,Río Santa Coleta,ESTACIÓN EN DOBLE CUERPO,19.45634487,-99.10741925,,,0,,1,
STOP_40012,,Río Santa Coleta,ESTACIÓN EN DOBLE CUERPO OTE,19.45630441,-99.10727978,,,0,,1,
STOP_40013,,Río Consulado,ESTACIÓN EN DOBLE CUERPO PTE,19.45314813,-99.10869598,,,0,,1,
STOP_40014,,Río Consulado,ESTACIÓN DOBLE CUERPO OTE,19.45313802,-99.10848141,,,0,,1,
STOP_40015,,Canal del Norte,ESTACIÓN UN CUERPO DOBLE ACCESO,19.44963771,-99.1104126,,,0,,1,
STOP_40018,,Deportivo Eduardo Molina,"ESTACIÓN SENCILLA, UN ACCESO",19.44520659,-99.11195755,,,0,,1,
STOP_40019,,MERCADO MORELOS,"ESTACION SENCILLA, UN ACCESO",19.44070452,-99.11364198,,,0,,1,
STOP_40020,,ARCHIVO GRAL. DE LA NACIÓN,"ESTACIÓN SENCILLA, UN ACCESO",19.43763899,-99.11431789,,,0,,1,
STOP_40021,,San Lázaro,TERMINAL EN DOS CUERPOS,19.43090071,-99.1153264,,,0,,1,
STOP_40022,,San Lázaro,TERMINAL EN DOS CUERPOS DESCENSO,19.43069835,-99.11533713,,,0,,1,
STOP_41512,,Indios Verdes,Av. Ticomán,19.49343663,-99.1201973,,,0,,0,
STOP_41513,,Deportivo 18 de Marzo,Parabús Montevideo,19.48753003,-99.12451029,,,0,,0,
STOP_41514,,Euskaro,Parabús Fortuna,19.48220986,-99.12880182,,,0,,0,
STOP_41516,,Potrero,Lateral Insurgentes - Ponient 116,19.4771525,-99.13302898,,,0,,0,
STOP_15501,,Avenida 5 - Escuadrón 201,A 200 metros antes de las Escalinatas de la Estación del Metro 201 ,19.36433247,-99.10940409,,,0,,0,
STOP_41518,,Manuel González,Parabus Manuel Gonzalez,19.45732614,-99.14887547,,,0,,0,
STOP_41519,,Buenavista,Parabús Mosqueta,19.44644084,-99.15338159,,,0,,0,
STOP_41520,,Sor Juana,Parabús Sorjuana,19.44454899,-99.15408969,,,0,,0,
STOP_41521,,Amado Nervo,Parabús Amado Nervo,19.4427684,-99.15473342,,,0,,0,
STOP_41522,,Revolución,Parabús San Cosme,19.44024925,-99.1556561,,,0,,0,
STOP_41523,,Plaza de la República,Parabús Gómez Farias,19.43671831,-99.15717959,,,0,,0,
STOP_41524,,Reforma,Parabús Sullivan,19.43259036,-99.15898204,,,0,,0,
STOP_41525,,Hamburgo,Parabús Nápoles,19.42866467,-99.16083813,,,0,,0,
STOP_41526,,Glorieta Insurgentes,Glorieta,19.42416214,-99.16345596,,,0,,0,
STOP_41527,,Sinaloa,Parabús Sinaloa,19.42171352,-99.16365981,,,0,,0,
STOP_41528,,Monterrey,Parabús Monterrey,19.41937617,-99.16438937,,,0,,0,
STOP_41529,,Álvaro Obregón,Parabús Alvaro Obregón,19.41749412,-99.16489363,,,0,,0,
STOP_41530,,Sonora,Parabús Sonora,19.41286986,-99.16638494,,,0,,0,
STOP_41531,,MIchoacán,Parabús Michoacán,19.41065381,-99.16708231,,,0,,0,
STOP_41532,,Campeche,Parabús Campeche,19.40944964,-99.16751146,,,0,,0,
STOP_41533,,Chilpancingo,Parabús Baja California,19.40632281,-99.16851997,,,0,,0,
STOP_41534,,Nuevo León,Parabús Tehuantepec,19.40378285,-99.16935682,,,0,,0,
STOP_41535,,La Piedad,Parabús Ohio,19.39847006,-99.17107344,,,0,,0,
STOP_41536,,Poliforum,Parabús Filadelfia,19.3928636,-99.17289734,,,0,,0,
STOP_41537,,Nápoles,Parabús Georgia,19.39037404,-99.17372346,,,0,,0,
STOP_41538,,Colonia del Valle ,Parabús Nueva York,19.38662949,-99.17493582,,,0,,0,
STOP_41539,,Ciudad de los Deportes,Parabús Holbein,19.38362367,-99.17590141,,,0,,0,
STOP_41540,,Porfirio Díaz,Parque Hundido I,19.3804255,-99.17701721,,,0,,0,
STOP_41541,,Parque Hundido,Parabús Parque Hundido,19.37826973,-99.17774677,,,0,,0,
STOP_41542,,Millet,Parabús Millet,19.37668072,-99.17821884,,,0,,0,
STOP_41543,,Felix Cuevas,Parabús Extrenadura,19.37439333,-99.17892694,,,0,,0,
STOP_41544,,Algeciras,Parabús Algeciras,19.37176178,-99.17981744,,,0,,0,
STOP_41545,,Río Churubusco,Parabús Río Mixcoac,19.36841155,-99.18085814,,,0,,0,
STOP_41546,,Teatro Insurgentes,Parabús Perpetua,19.36596209,-99.18163061,,,0,,0,
STOP_41547,,José María Velasco,Parabús José María Velasco,19.36274333,-99.18264985,,,0,,0,
STOP_41548,,Francia I,Parabús Juan Pablo II,19.35907912,-99.18393731,,,0,,0,
STOP_41549,,Francia II,Parabús Juventino Rosas,19.35605255,-99.18487072,,,0,,0,
STOP_41551,,Olivo,Parabús Jaime Nunó,19.3532385,-99.1857934,,,0,,0,
STOP_41552,,Altavista,Parabús Pedro L. Ogazón,19.35048513,-99.18673754,,,0,,0,
STOP_41553,,La Bombilla I,Parabús la Paz,19.34760012,-99.18767095,,,0,,0,
STOP_41554,,La Bombilla II,Parabús Rey Cuahutémoc,19.34264993,-99.18948412,,,0,,0,
STOP_41555,,Dr. Galvez,Parabús Ignacio M. Altamirano,19.33975465,-99.19057846,,,0,,0,
